reactant_000,reactant_001
C[C@@H](NC(=O)c1cnc(Cl)cn1)C(F)(F)F,C[Si](C)(C)CCOCn1ccc2c(-c3cnn(C4(CC#N)CNC4)c3)ncnc21
CC(Cl)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,O=C([O-])c1cccnc1
Cc1cc(F)ccc1[N+](=O)[O-],O=c1[nH]ccc2oc(-c3cccc(Cl)c3)cc12
COC(=O)C1=CC2CCCC(=O)C2C=C1O,NNc1ccc(Br)c(C(F)(F)F)c1F
Fc1ccc(S)cc1,O=Cc1sccc1Br
COc1cc(CCO)ccc1O,Fc1cccc(F)n1
C=C(OCC)c1nc(N)nc(SC)c1C#N,[S-]CCc1ccccn1
CN1CCN(c2ccc(N)nc2)CC1,COc1ccccc1-c1ccc2cnc(S(C)=O)nn12
CN1C(=O)C2(CC(c3ccccc3)Oc3ccc(Br)cc32)N=C1N,CNS(=O)(=O)c1cccc(B(O)O)c1
O=C1N(Cc2ccccc2)C(SCc2ccccc2)=NC12CC(c1ccccc1)Oc1ccc(Br)cc12,[NH4+]
CC(C)(C)OC(=O)NCc1cc(Br)cc(Cl)c1F,CNCCOC
N#Cc1ccc(F)cc1,O=Cc1ccc(O)cc1
COc1ccc([C@H]2C[C@@H]2COc2nc(C)ncc2CO)nc1,Clc1ccccn1
Brc1cccc(Br)c1,CN(C)c1ccc2c(c1)CCNC2=O
COC(=O)c1cc(O)cc(O[C@@H]2CCN(C)C2=O)c1,O=C(c1cnc(Cl)cn1)N1CCC1
CN1CCNCC1,O=[N+]([O-])c1ccc(F)c(F)c1
COC(=O)Cc1cccc(O)c1,O=Cc1cc(Br)ccc1F
CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)cc2nc(Br)sc2c1-c1ccc(Cl)cc1,Cc1nc2ccc(B3OC(C)(C)C(C)(C)O3)cc2n1[C@H]1CCN(C(=O)OC(C)(C)C)C1
N#CC(c1ccc(Cl)nn1)c1c(Cl)cccc1Cl,O=C(NCc1ccccc1S)c1cc(F)cc(N2CCOCC2)c1
Brc1cnc(I)nc1,C=C[Sn](CCCC)(CCCC)CCCC
CCOC(=S)[S-],Cc1nn(-c2cc(N)c(Cl)cc2Cl)c(=O)n1C(F)F
Brc1ccnc(OC2CCOCC2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C
CN(C)C=O,NC1(c2cc(Cl)ccc2Br)CC1
CN1C(=O)Nc2ccc(Br)cc2C1c1ccc(Cl)cc1,Cc1noc(C)c1B(O)O
COc1ccccc1-c1cn(S(=O)(=O)c2ccc(C)cc2)c2ncc(Br)cc12,OB(O)c1cc[nH]n1
CC(C)(C)OC(=O)N[C@H]1COCC[C@H]1Nc1nc(Cl)c2c(c1F)CN(C(=O)OC(C)(C)C)C2=O,CC1(C)OB(c2cc3n(c2)CCC3=O)OC1(C)C
Brc1cc[nH]n1,Clc1cccnc1Cl
CC1OCc2cccc(O)c21,O=[N+]([O-])c1ccc(Cl)nc1
CCCCCCCCCCOc1ccc(C#N)cc1,CN(N=C(Cl)c1c(Cl)cccc1Cl)S(=O)(=O)c1ccccc1
CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)cc2nc(-c3ccnc(Cl)c3)sc2c1-c1ccc(Cl)cc1,c1ccc2[nH]ncc2c1
COC(OC)N(C)C,Cc1c(C(=O)NCC23CC4CC(CC(C4)C2)C3)ccc[n+]1CC(=O)c1cccc(C#N)c1
CC(=O)c1ccc(N)cc1,Cc1nc2ccc3ccc(CBr)cc3c2c(=O)[nH]1
CC(C)(C)OC(=O)c1ccc[nH]1,CCCCCCCCc1ccc(OCC(CBr)CC(=O)[O-])cc1
CCOC(=O)c1cn[nH]c1,N#CN
CC(=O)OCc1c(Br)cccc1Br,CN(C)c1ccc2c(=O)[nH]ccc2c1
CC(=O)Nc1ccccc1,CCOc1ccc(C(C)(C)COCc2ccc(F)c(Br)c2)cc1
CC(C)I,OCCc1cn[nH]c1
CCOC(=O)C(=O)[O-],O=S(=O)(Cc1ccccc1)NCc1ccc(OC(F)F)cc1
COC(CN1CCNCC1)c1ccc2c(c1C)COC2=O,Cc1c(C2CO2)ccc2c1COC2=O
Clc1cn(-c2ccccn2)c2ccccc12,O=P(O)(O)O
CCO,N#CCc1ccccc1Cl
C=CC(=O)N(C)Cc1oc2ccccc2c1C,O=C1CCC(O)c2cc(Br)cnc2N1
CCOC(=O)c1ccc(F)cc1F,Nc1ccc(O)c(Cl)c1
CN1c2cc(Cl)nc(=O)n2CC1(C)C,OCCc1ccc(Cl)s1
CCOCc1cnc(Nc2ccc(OCC(O)CN(C)C)cc2)nc1Nc1ccccc1,Cc1cc(O)no1
COC(=O)c1c(C#N)ccnc1Cl,Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1
COc1cc2c(cc1N)CCNC(=O)C2,CS(=O)(=O)N[C@@H]1CCCC[C@H]1Nc1nc(Cl)ncc1Cl
CC1(C)OB(c2ccnc3cc(Cl)ccc23)OC1(C)C,CN(C)C1CCN(Cc2cc3nc(Cl)nc(N4CCOCC4)c3s2)CC1
CC(=O)c1cn(CC(=O)Nc2sc3c(c2C(N)=O)CCCC3)nc1C(F)(F)F,NCCO
NCCOS(=O)(=O)O,c1ccc(C(c2ccccc2)C2CO2)cc1
C=CC(=O)OCC,O=C(Cl)c1ccccc1
COc1ccc(CN(Cc2ccc(OC)cc2)c2nc(C)nc(-c3cc(Cl)cnc3F)n2)cc1,NC1CCOCC1
C[N+](=O)[O-],O=Cc1ccc(CNc2ccccc2)cc1
C#Cc1ccccc1CC(=O)OC,CCc1cc(C2CCN(C(=O)OC(C)(C)C)CC2)ccc1Nc1ncc(C(F)(F)F)c(Cl)n1
CN(Cc1ccc(Cl)s1)c1ccc(N)c(Cl)c1,O=C(Cl)Cc1ccc(Cl)cc1
O=[N+]([O-])c1c(OC(F)(F)F)ccc2nc(Cl)sc12,[NH4+]
CCOC(=O)CC(=O)c1ccc2c(cnn2C(C)=O)c1,Cc1n[nH]c(N)n1
CS(=O)(=O)c1ccc(C(C[C@H]2CCC3(C2)O[C@H](c2ccccc2)[C@@H](c2ccccc2)O3)C(=O)CCC(=O)c2ccc(C3OCCO3)cn2)cc1Cl,[NH4+]
CC(C)(C)OC(=O)N1CCC2(CCC(Nc3nc(Cl)ncc3Cl)CC2)CC1,Nc1cnn(CCO)c1
CCOc1cc(C#N)cc(C(=O)OC)c1,[N-]=[N+]=[N-]
CCCCC([SnH3])=C(CCCC)CCCC,COc1nc2cc([N+](=O)[O-])cc(Br)c2nc1OC
N#Cc1ccc(C2CO2)cc1,OCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1
C1CCNC1,Fc1ccc2c(ccc3c[n+]4c5ccccc5ccc4n32)c1
COC(=O)CCC(C)n1c(=O)[nH]c2ccccc21,Cc1cccc2c1c(C[N+](C)(C)C)cn2C
C[Si](C)(C)CCOCn1cc(I)c2c(Cl)ncnc21,Nc1ccc(S)cc1
COCCCOc1ccc(C=O)cc1OCc1ccccc1,C[N+](=O)[O-]
CN1C(=O)Cc2c1ccc(Br)c2Cl,OB(O)c1cccnc1
CN(c1cccnc1Br)S(=O)(=O)c1ccc(F)cc1,Oc1ccc(OC(F)(F)F)cc1
O=C1CCCc2cc(OCCn3ccnc3)ccc21,O=Cc1ccccn1
CC(C)Oc1cc(F)ccc1[N+](=O)[O-],CN1CCC(N)CC1
Clc1cc(Nc2ccc(Nc3ccccc3)cc2)ncn1,NCCO
CC(O)c1cnc(C(=O)CCC(=O)C(CC2CCOCC2)c2ccc(S(=O)(=O)C3CC3)cc2)s1,[NH4+]
CCNCc1cncn1S(=O)(=O)N(C)C,Fc1ccnc(Cl)c1
COc1cc2c(c(OC)c1)C(=O)C(=O)N2,[OH-]
CCCCOc1cccc(S)c1,CCOC(=O)C(C(=O)OCC)C(=O)OCC
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OS(=O)(=O)C(F)(F)F)ccc2-n2c(C)nnc21,O=Cc1cccc(B(O)O)c1
Cc1ccc(C#N)cc1Cl,Cc1ccc(S(=O)(=O)N(C)N=C(Cl)c2c(F)cccc2Cl)cc1
C=CC(=O)OC,CC[C@@H]1C[C@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(Br)cn2)CN1C(=O)OC(C)(C)C
CC1(C)CC(Nc2nccc(-c3ccc(Br)s3)n2)CC(C)(C)N1,C[Sn](C)(C)c1ccncc1
CCN(CC)CC,CNc1nc(Cl)cc(NS(=O)(=O)c2cccc(Cl)c2)n1
Cc1ccc(S(=O)(=O)O[C@@H]2CN(C(=O)OC(C)(C)C)[C@H]3[C@@H]2OC[C@@H]3O)cc1,[Br-]
C=C[Sn](CCCC)(CCCC)CCCC,COC(=O)CCC(=O)Nc1cnc(Br)cn1
CC(c1ccc(O)cc1Cl)C(O)(c1ccnc(Cl)c1)C(F)(F)F,N#Cc1ccc(F)c(F)c1
CCCC[Sn](CCCC)(CCCC)c1nccs1,CCn1c(=O)c(Br)cc2c(C)nc(N)nc21
COc1ccc(-c2ccc(Cl)nn2)cc1F,Oc1ccccc1
CC(C)N(C)[C@@H]1CC[C@H](NC(=O)Cc2nc3c(C(F)(F)F)cccc3[nH]2)[C@H](CS(=O)(=O)c2ccc(Br)cc2)C1,CCC[Zn+]
CSc1nc2ccc([N+](=O)[O-])cc2s1,N#CCc1nccc(C(F)(F)F)n1
CB1OB(C)OB(C)O1,COc1cc(OS(=O)(=O)C(F)(F)F)c2c(c1)SC[C@@H]1[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]21C
C=C[Sn](CCCC)(CCCC)CCCC,COC(=O)c1ccc(OCC2CCCCC2)c(Br)c1
COc1ccc(B(O)O)cn1,O=C(Nc1cc2ccccc2c(Br)n1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CCOC(CBr)OCC,Oc1ccccc1
CC1(C(=O)Nc2cccc(-c3cnco3)c2)CCNCC1,Cc1c[nH]c2ncnc(Cl)c12
CCOC(=O)c1cc(C(=O)/C=C/N(C)C)nn1-c1cc(Cl)ccc1C,N=C(N)N
CB1CCCC(C)(C)O1,Nc1ccc(C(F)(F)F)cc1I
C1CNCCN1,COc1ccc2nc(Cl)ccc2c1
COC(=O)c1ccc2nc(Cl)c(N(C)C(C)C)nc2c1,COc1ccccc1B(O)O
O=C1CNC(=O)N1,Oc1ccccc1
CCOC(=O)CNc1ncc(Br)nc1NCCC1CCOCC1,O=C1CNc2ncc(Br)nc2N1CCC1CCOCC1
CN1C(=O)C2(CC(c3ccccc3)Oc3ccc(Br)cc32)N=C1N,O=C(c1cccc(B(O)O)c1)N1CCCC1
CC1(C)CNC(=O)C1,CS(=O)(=O)c1ncc(C#Cc2ccccc2)cn1
CC(C)(C)OC(=O)N1CCC[C@@H](Oc2cncc(-c3nn(C4CCCCO4)c4ccc(B5OC(C)(C)C(C)(C)O5)cc34)n2)C1,Clc1ccnc(Cl)n1
CC1(C)OB(c2ccc(CN3CCOCC3)cc2)OC1(C)C,Cc1cc(C)c(CNC(=O)c2cc(Br)cc3c2cnn3C2CCCC2)c(=O)[nH]1
O=C(O)Cc1cccc(Br)c1,O=C1OC(=O)c2ccccc21
CC1(C)CO1,O=c1cc(Br)cc[nH]1
CCOC(=O)c1cc2cc(F)c([N+](=O)[O-])cc2nc1OCC,OCc1c[nH]cn1
CNC(=N)N,O=Cc1cc(Br)cnc1F
COCCn1ccc(B(O)O)cc1=O,Ic1cc2c(Nc3ccc4[nH]ncc4c3)ncnc2[nH]1
O=C1CN(S(=O)(=O)C=Cc2ccc(Cl)s2)CCN1Cc1ccc2c(Cl)cnnc2c1,[NH4+]
Cc1c([N+](=O)[O-])cc[n+]([O-])c1C,Oc1ccc(Br)cc1F
CC1(C)CO1,CCCCc1nc(C)[nH]c(=O)c1Cc1ccc(-c2ccccc2C#N)cc1
CC(=O)N1CCNCC1,COc1ccc(N2CCOCC2)c2sc(NC(=O)c3ccc(Cl)nc3)nc12
CC(C)(C)OC(=O)COc1cccc2c1CCC[C@H]2NS(=O)(=O)c1ccc(F)c(Cl)c1,Oc1ccc(Cl)cc1
CN1CCNCC1,Cc1cc(C#N)c(Nc2ccccc2N)s1
Clc1cnnc(Cl)c1Cl,[NH4+]
CC(C)(C)OC(=O)N1CCC[C@@H]2c3c(O)cccc3CC[C@@H]21,Cc1ccc(Cl)nn1
BrCCc1ccccc1,CC1(C)[C@@H]2CC[C@@]1(C)c1[nH]n(-c3ccccc3)c(=O)c12
CC1(C)CNCCN1,COc1cc(CCc2cc(NC(=O)c3ccc(F)cc3)[nH]n2)cc(OC)c1
CN(C)CCO,COc1ccc(C(=C(c2ccc(OC)cc2)C(F)(F)F)c2ccc(F)cc2)cc1
CCOCOc1ccc2oc(B(O)O)cc2c1,CN(C(=O)OC(C)(C)C)c1ccc(Br)nc1[N+](=O)[O-]
CCOC(C#Cc1nc(C(=O)N(C)C)c(=O)n(-c2cccc(C(F)(F)F)c2)c1C)OCC,N#Cc1ccc(NN)cc1
C#C[Si](C)(C)C,CCC(CC)C(=O)Nc1ccc(N2CCN(C(C(=O)N(CC)CC)c3ccccc3)CC2)c(Br)c1
COC(=O)c1cc(OC)c(OCCCCl)cc1N,N=CN
C=C[Sn](CCCC)(CCCC)CCCC,Clc1ccc2ccccc2n1
CCOc1cc(Cc2cnc(N)nc2N)cc(O)c1-c1cccc(N)c1,CS(=O)(=O)OCC(F)(F)F
NCCO,O=C([O-])c1cc2c(-c3ccnc(F)c3)nccc2n1CCOc1ccc(OC(F)(F)F)cc1
CC(C)OC(=O)N1CCC(ON=C2CCNCC2)CC1,Nc1cc(Cl)c(F)cc1[N+](=O)[O-]
CCNCC1CCCC1,Cc1nc(Cl)c(C#N)cc1[N+](=O)[O-]
CC1Oc2ccc(OC3CCNCC3)cc2NC1=O,CNC(=O)c1ccc(F)cc1
CNC(=O)c1ccccc1Nc1nc(Cl)ncc1Br,COc1cc2c(cc1N)CCN(CC(=O)N(C)C)CC2
Cc1ccc(S(=O)(=O)Cl)cc1,O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)C1CCNCC1
C=C(OCC)[Sn](CCCC)(CCCC)CCCC,COc1ccc(Cn2c(=O)c3cc(I)ccc3n(C3CCOCC3)c2=O)cc1OC
CC(=O)CC(=O)C(F)(F)F,Nc1sc2c(c1C(=O)c1ccc(Cl)c(Cl)c1)CCC2
CC(C)COC(=O)c1ccccc1O,COc1cc2nccc(Cl)c2cc1OC
CC(C)c1cccc(C(C)C)c1N,O=C1OC(=O)c2ccc(Cl)c3cccc1c23
COc1cc(CCN2CCOCC2)c(F)cc1N,COc1ccc(-c2nc3ccccn3c2-c2ccnc(Cl)n2)cc1C(=O)Nc1c(F)cccc1F
CC(c1ccc2nccn2c1)c1cnc2ccc(Cl)nn12,Cc1cccc(B(O)O)c1
CCCC[Sn](CCCC)(CCCC)c1cncnc1,COc1ccc2oc3ccc(Br)cc3c(=O)c2c1
CCc1c(N)ncnc1Cl,Cc1cc(-c2cn(CCN3CCC3)c(C3CCNCC3)n2)ccc1F
N#Cc1ccc2c(cc(C3CC3)n2Cc2ccc(Br)o2)c1C(F)(F)F,OB(O)c1cccc(C(F)(F)F)c1
CC(=O)c1c(O)cc(OCc2ccccc2)cc1OCc1ccccc1,O=[N+]([O-])c1ccc(F)cc1
CC(C)Oc1ccc(-c2nc(-c3ccc4[nH]cc(Cl)c4c3)no2)cc1Cl,CCOC(=O)CCBr
CC(C)N(C)CC(C)N1c2ccccc2Sc2ccc(C(N)=S)cc21,CCCN
CC(=O)c1ccc(B(O)O)cc1,Cn1c(=O)ccn(CCC(C(=O)O)C(O)CCc2ccc(I)cc2)c1=O
CCOC(=O)C(=O)CBr,N=C(NCc1ccccc1Cl)c1ccc(Br)cc1
C[C@H](Oc1ccc(B(O)O)cc1)[C@H](O)CCc1cccnc1,NC(=O)Nc1ccc(Br)cc1
CC(C)(C)OC(=O)N1CCC(n2ncc3c(Cl)ncnc32)CC1,O=[N+]([O-])c1ccc(O)c(F)c1
C=C[Sn](CCCC)(CCCC)CCCC,CC1(C)OC(=O)c2c(cccc2OS(=O)(=O)C(F)(F)F)O1
C#C[Si](C)(C)C,Nc1ncc(Br)nc1Br
COc1ccc(-c2nc3cc(F)c(F)cc3n2C(COc2c(C)cc(C#N)cc2C)C2CCCCC2)c(OC)n1,[N-]=[N+]=[N-]
Cc1cc(N)nc(CCC(=O)Nc2cc(I)cnc2N)c1,OB(O)c1ccc(C(F)(F)F)cc1
CS/C(=C\C(=O)C1CC1)Nc1ccc(C)c(-c2cc3cnc(C)cc3n(C)c2=O)c1,NO
COc1cc(-c2cnc(F)c(-c3cc(Cl)ncc3N)c2)cc(OC)c1CN1CCCCC1,Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1
O=[N+]([O-])c1cccc(I)c1,Sc1ccccc1
NC(=O)c1ccsc1N,O=C(O)Cn1nc(C(F)(F)F)c2c1CCCC2
CC(C)(C)C(=O)Nc1cc[nH]n1,CC1(C)OC[C@@H](CCl)O1
ClCCNCCCl,Nc1ccccc1C1=CCCCCCC1
CCCC[Sn](CCCC)(CCCC)c1ccc2c(=O)n(C)n(C)c2c1,CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)cc2nc(-c3ccnc(Cl)c3)sc2c1-c1ccc(Cl)cc1
CC1(C)OB(c2cccc(C(O)(C(F)(F)F)C(F)(F)F)c2)OC1(C)C,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1Cl
Nc1nc(Br)ccc1[N+](=O)[O-],OB(O)c1ccccc1F
N#C[Cu],Nc1nc(-c2ccco2)c(-c2ccncc2)nc1Br
FC(F)(F)c1cccnc1N1CCc2c(Cl)ncnc2C1,Nc1ccc(OC(F)(F)F)cc1
Cc1cccnc1N,ClCc1cnc(Cl)s1
C=C(OCC)[Sn](CCCC)(CCCC)CCCC,Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCN(C)CC4)cn3)ncc12
CC(=O)[O-],CC(C)c1cc(Oc2c(Cl)cc(NC(=O)C(=O)O)cc2Cl)nnc1Cl
OB(O)c1ccc(C(F)(F)F)cc1,[O-][n+]1ccc(Cl)cc1
CC(C)(C)N1CCC(NN)CC1,Cc1nc(-c2cn3c(n2)-c2ccc(C(=O)/N=C/N(C)C)cc2OCC3)n(C(C)C)n1
CNC(=O)c1cc(CSc2nc(Cl)c(C#N)c(-c3ccccc3)c2C#N)ccn1,OCCO
COC(=O)c1ccc(C)c(Br)c1,O=C(O)c1ccc(B(O)O)cc1
CC(O)CN(C)C,N#Cc1ncc(N)nc1Cl
CCOC(=O)C1CNCCC1=O,O=S(=O)(Cl)c1ccc2ccccc2c1
COCc1ncc(C(=O)C=CN(C)C)n1C(C)C,N=C(N)Nc1ccccc1
C=C(OCC)[Sn](CCCC)(CCCC)CCCC,CSc1nc(N)nc(-c2ccc(Br)o2)c1C#N
CB1OB(C)OB(C)O1,Cc1nc(-c2cn3c(n2)-c2cc(Br)ccc2OCC3)n(C(C)C)n1
Cc1cc(NCCN(C(=O)OC(C)(C)C)C2CCCC2)n2nc(C)c(I)c2n1,OB(O)c1cccc(Cl)c1Cl
Cc1cc(C)c(CNC(=O)c2cc(Br)cc(NC3CCCC3)c2C)c(=O)[nH]1,O=Cc1ccc(B(O)O)cc1
Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(Cl)c2c1,NC1CCCNC1
C=Cc1cccc(C(N)=O)c1,O=C1CN(c2ccc(I)cc2OCc2ccccc2)S(=O)(=O)N1
COc1cc(N2CCN(CCS(C)(=O)=O)CC2)ccc1N,O=C(Nc1c(F)cccc1F)c1cccc(-c2nc3ccccn3c2-c2ccnc(Cl)n2)c1
CC1(C)COC(c2ccsc2C(=O)c2cccs2)=N1,O
C=C[Sn](CCCC)(CCCC)CCCC,COCOc1ccc(C=O)cc1Br
CC(C)COc1ccccc1C(=O)CC(=O)c1ccc(F)c(C#N)c1,NC(N)=O
COc1ccc(C=O)cc1OC1CCCC1,NO
COC(=O)C(=O)C=Cc1ccc(Br)cc1,NNc1ccccc1Cl
CC(C)(NC(=O)c1nn(-c2cc(Br)ccn2)c2c1C[C@H]1C[C@@H]21)C(F)(F)F,N#C[Zn]C#N
COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,NCCc1ccccc1
CN(C)C=O,Cc1cnc2c(c1)c1c(n2CC(O)c2ccc(Br)nc2)CCN(C)C1
CC1(C)OB(c2cccc(O)c2)OC1(C)C,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1Cl
CC1(C)C=C(c2c(N)cccc2F)CC(C)(C)C1,ClCCNCCCl
C[O-],Clc1ccnc2ccc(Br)cc12
CCOc1ccc(B(O)O)cc1,NC(=O)c1cc(Br)cc2c1[nH]c1cc(C(=O)N3CCOCC3)ccc12
CC(O)C(C)CC(=O)c1ccccc1,O=C([O-])[O-]
CCC(=O)Nc1cc(B2OC(C)(C)C(C)(C)O2)ccn1,Fc1ccc(-c2nn3c(c2I)CCCC3)cc1
CCN1CC2OC(C1)c1cc(N)ccc12,CNC(=O)c1ccccc1Nc1nc(Cl)ncc1Cl
Brc1cnc2c(c1)CCC2,O=Cc1ccccc1
NCCO,Nc1c(Cl)cnc(Cl)c1Cl
COCCBr,Oc1ccc(F)nc1
COC(=O)C(C)(C)COS(C)(=O)=O,Oc1ccccc1Br
CN(C)c1ccc(CN)cc1,O=C1OC(=O)C(c2ccccc2)=C1Cl
CC(C)ON,CCCCc1nc(C)n(CC(=O)C(C)(C)C)c(=O)c1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1F
CCCC(C(=O)OC)c1c(C)nc(Cl)nc1-c1ccc(C)cc1,CNC1CCCCC1
CC1(C)OB(c2ccc(OCCCN3CCOCC3)cc2)OC1(C)C,O=C(/C=C/c1ccn(S(=O)(=O)c2cccc(Br)c2)c1)NOC1CCCCO1
CCOC(=O)C(Br)C(=O)OCC,Cc1cc(C=O)c(O)c(C=O)c1
CCOC(=O)c1cc2sccc2[nH]1,N
Brc1ccc(CN2CCNCC2)cc1,OB(O)c1ccccc1C(F)(F)F
C=CCCOc1ccc(S(=O)(=O)c2ccc(OCCC=C)cc2Cc2ccc(C(F)(F)F)cc2)c(Cc2ccc(C(F)(F)F)cc2)c1,CCO[SiH](OCC)OCC
BrCCCN1CCCC1,COc1cc(C2(C#N)CCC2)c([N+](=O)[O-])cc1O
C=CS(N)(=O)=O,Nc1c(C(=O)c2cccc(Br)c2)cnn1-c1ccc(F)cc1
Nc1ccc(O)cc1,O=C1OC(=O)[C@@H]2CCCC[C@H]12
Cc1nnc(Br)s1,NCCN1CCC(Nc2nc3ccccc3n2Cc2ccc(F)cc2)CC1
C#CC1(O)CCCCC1,CCC(CC)(c1ccc(-c2cncc(CC(=O)OC)c2)cc1)c1ccc(OS(=O)(=O)C(F)(F)F)c(C)c1
Cc1nc(C(F)(F)F)ccc1Cn1nc2c(-c3ccncc3)c(Cl)ccn2c1=O,OB(O)c1ccc(F)cc1
COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1C#N,[OH-]
Cc1cc(Br)cc(C)c1C=O,OCCCO
Cc1cc(C)nc(Br)c1,Oc1ccc(Br)c(F)c1
CC(C)(C)c1cc2ncc(C=O)c(N)n2n1,COC(=O)Cc1ccccc1
CN(C)CCOc1ncccc1OCCO,C[C@@H]1CNCCN1c1nccnc1Cl
COc1cc(/C=C/c2nnc(Nc3ccc(F)cc3)o2)ccc1-n1cnc(C)c1,[NH4+]
COc1cc(C(F)(F)F)ccc1F,Oc1ccccc1
CCOC(=O)C=C(C)Oc1ccc(F)cc1F,O=C1CCC(=O)N1Br
CCNCC,ClCCC=C(c1ccccc1)C1Cc2ccccc2C1
CN(C)C(OC(C)(C)C)N(C)C,Cc1cccc(F)n1
Cc1nc2nc(C#N)cn2c(-c2ccc(Cl)cc2Cl)c1CNC(=O)OC(C)(C)C,[N-]=[N+]=[N-]
O=C(O)c1cc(Cl)c(F)c(Cl)c1F,[OH-]
C=C(C)[C@@H]1CC[C@]2(N)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)OC)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,O=S1(=O)CCN(CCCl)CC1
CN(C(=O)c1ccc(C(C)(C)C)cc1)c1cccc(S(=O)(=O)O)c1,Clc1nc(Cl)nc(Cl)n1
Brc1ccc2c(c1)CCc1ccccc1N2,C=CC(=O)OC(C)(C)C
COc1ccccc1CCl,Cc1ccc(Nc2cc(N(C)C)nc(N3CCNCC3)n2)cc1
C=CC(N)=O,Cc1cc(Br)c2nc(-c3ccc(C4(NC(=O)OC(C)(C)C)CCC4)cc3)c(-c3ccccc3)n2c1
N#Cc1ccc(Nc2ccc3c(=O)[nH]c4ncccc4c3c2)cc1,[OH-]
CCCCCCBr,N#Cc1cc(O)c(C#N)cc1O
COc1nc(Cl)nc2c1CN(Cc1ccccc1)CC2,Cc1ccc2[nH]ncc2c1B(O)O
CCOC(=O)CC(=O)OCC,Fc1cnc(F)c(F)c1
CC(C)(C)OC(=O)N1CCC(n2ncc3c(Cl)ncnc32)CC1,Cc1cc(O)ccc1NS(C)(=O)=O
C=CC#N,Nc1cccc(C(F)(F)F)c1
CN1OC2(CC(C3CCOCC3)Oc3ccc(Br)cc32)N=C1N,N#Cc1cccc(B(O)O)c1
CC(=O)c1cc(NC(=O)C(F)(F)F)cc(S(F)(F)(F)(F)F)c1,O=C([O-])[O-]
COc1cc2nccc(Cl)c2cc1OC,Cc1ccc(O)c(C=O)c1
CCOC(=O)C(C(C)=O)N(C(=O)c1ccc(OC(F)(F)F)cc1)C1CC1,[NH4+]
C1CSCCN1,COc1cc2c(Nc3ccc4cn[nH]c4c3)c(C#N)cnc2cc1OCCCl
COc1cc(C#N)cc(Oc2ncc(C(F)(F)F)cc2Cl)c1,Cc1ccc(S(=O)(=O)N(C)N=C(Cl)c2c(F)cccc2Cl)cc1
CC(=O)[O-],CC(C)c1cc(Sc2c(Cl)cc(CC(=O)O)cc2Cl)nnc1Cl
CC#C[Sn](CCCC)(CCCC)CCCC,CNc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)ncc1Br
COC(=O)OC,N#CCc1cccc([N+](=O)[O-])c1
CC(NC(=O)OC(C)(C)C)C(=O)NC(C(=O)N1CCCC1Cc1coc2ccc(OS(=O)(=O)C(F)(F)F)cc12)C(C)C,OB(O)c1cccnc1
C1CO1,CCCCCCCCN1C(=O)NC2(CC(C)(CC)NC(C)(CC)C2C)C1=O
C#C[Si](C)(C)C,CCC(CC)(c1ccc(O)c(C)c1)c1ccc(OS(=O)(=O)C(F)(F)F)c(C)c1
CCC(=O)c1ccc(Cl)cc1,NCCCn1ccnc1
C=C(OCC)[Sn](CCCC)(CCCC)CCCC,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cc(Br)ccc1-c1ccccc1
COc1ccc2nc(Cl)sc2c1,N[C@@H]1CCCC[C@H]1O
CC1(C)C(C(=O)Nc2nc3c(s2)CCc2nonc2-3)C1(C)C,COCCBr
C=Cc1ccc(OC)cc1,O=Cc1cc(F)ccc1Br
CN(C)C=O,C[C@@H]1CN(C(=O)OC(C)(C)C)C[C@H]1Oc1nc(Cl)cc2ccccc12
CC(=O)CC(=O)C1CC1,Nc1sc(-c2ccccc2)cc1C(=O)c1ccccc1
CC(C)(C)OC(=O)N1CCNCC1,O=S(=O)(c1ccccc1)c1cccc(Br)c1
